Order-Id,Item-id,Product-Id,Quantity,Sales-Id,Customer-Id,Sales-Price-Per-Prod,Market-Segment
53,53,7,0,7,7,167,retail
54,54,5,26,4,15,106,financial
55,55,0,21,1,7,121,software
56,56,3,22,2,16,202,financial
57,57,5,7,3,7,111,pharmaceutical
58,58,4,0,0,6,168,software
59,59,1,11,8,22,187,financial
60,60,9,12,4,24,96,financial
61,61,1,14,2,2,214,software
62,62,8,13,5,27,146,pharmaceutical
63,63,8,7,9,27,203,financial
64,64,8,22,4,13,114,retail
65,65,8,12,1,29,200,pharmaceutical
66,66,7,5,3,5,127,pharmaceutical
67,67,8,8,0,8,143,financial
68,68,8,1,4,2,115,pharmaceutical
69,69,2,8,2,9,202,education
70,70,0,0,9,6,119,software
71,71,9,2,6,23,60,retail
72,72,6,19,5,19,58,pharmaceutical
73,73,5,28,3,28,115,financial
74,74,6,25,3,3,63,pharmaceutical
75,75,0,17,8,11,121,education
76,76,1,22,0,6,179,education
77,77,3,14,5,17,193,education
78,78,9,22,1,22,68,financial
79,79,7,18,4,3,135,software
80,80,2,27,9,19,201,education
81,81,9,0,7,7,76,education
82,82,3,23,2,19,199,financial
83,83,0,29,2,21,122,software
84,84,0,28,9,15,123,retail
85,85,7,14,8,26,135,retail
86,86,9,1,5,26,104,retail
87,87,7,0,6,23,154,realestate
88,88,6,2,3,23,70,education
89,89,6,25,1,24,54,software
90,90,5,2,0,22,92,financial
91,91,0,25,9,7,123,retail
92,92,9,14,4,5,54,financial
93,93,9,4,1,3,91,retail
94,94,9,29,9,5,59,retail
95,95,2,10,1,11,201,pharmaceutical
96,96,6,25,0,11,42,retail
97,97,1,8,4,29,233,education
98,98,0,17,2,26,120,realestate
99,99,1,8,9,21,181,realestate
100,100,9,2,4,3,105,software
101,101,7,27,6,28,158,software
102,102,0,25,6,24,120,financial
103,103,1,27,5,16,168,financial
104,104,1,23,2,5,198,pharmaceutical
105,105,8,28,2,5,117,education
106,106,8,27,1,25,153,realestate
107,107,3,6,1,3,201,realestate
108,108,0,16,4,11,119,pharmaceutical
109,109,6,29,4,2,84,software
110,110,4,28,7,11,192,realestate
111,111,2,20,1,9,205,realestate
112,112,0,19,5,18,123,pharmaceutical
113,113,9,26,3,14,73,education
114,114,5,5,3,5,109,education
115,115,0,21,4,21,119,pharmaceutical
116,116,8,25,6,14,113,realestate
117,117,8,28,8,1,116,realestate
118,118,7,7,4,11,142,financial
119,119,0,14,3,13,123,software
120,120,2,5,0,26,213,education
121,121,1,4,0,8,186,education
122,122,6,22,2,24,54,education
123,123,0,14,7,23,123,software
124,124,2,27,2,8,217,education
125,125,3,2,6,16,214,retail
126,126,4,16,4,7,131,pharmaceutical
127,127,1,7,9,6,196,realestate
128,128,6,5,0,29,45,realestate
129,129,0,22,5,13,121,realestate
130,130,9,2,7,9,103,financial
131,131,5,6,3,27,96,financial
132,132,9,21,8,24,43,realestate
133,133,0,29,8,6,120,financial
134,134,5,18,4,1,137,financial
135,135,0,27,7,8,123,software
136,136,0,2,4,18,120,realestate
137,137,9,29,7,1,101,education
138,138,9,6,6,6,69,education
139,139,9,22,3,23,105,pharmaceutical
140,140,4,29,3,23,163,realestate
141,141,9,2,3,10,101,realestate
142,142,8,3,2,9,174,retail
143,143,1,8,4,6,225,realestate
144,144,7,28,5,7,135,financial
145,145,9,4,0,15,69,financial
146,146,3,4,5,8,166,financial
147,147,3,26,8,7,173,pharmaceutical
148,148,7,22,4,23,150,education
149,149,3,22,6,16,209,pharmaceutical
150,150,5,8,9,16,128,retail
151,151,4,5,3,20,188,pharmaceutical
152,152,8,24,3,17,169,software
153,153,6,3,0,18,72,software
154,154,0,6,0,12,120,education
155,155,9,24,6,11,98,realestate
156,156,4,20,5,2,159,pharmaceutical
157,157,9,3,4,19,98,education
158,158,7,7,2,28,154,retail
159,159,1,3,1,27,164,software
160,160,9,9,8,14,90,realestate
161,161,8,6,0,20,178,realestate
162,162,6,13,6,5,83,software
163,163,4,26,5,11,177,education
164,164,4,6,4,10,140,retail
165,165,8,10,0,22,168,financial
166,166,5,18,9,29,109,realestate
167,167,3,19,1,10,168,financial
168,168,7,9,8,2,135,retail
169,169,8,24,2,7,135,retail
170,170,3,9,7,21,215,realestate
171,171,2,3,2,2,199,retail
172,172,6,22,5,2,81,retail
173,173,0,14,7,6,122,pharmaceutical
174,174,8,0,4,29,162,education
175,175,4,10,3,11,135,software
176,176,4,16,4,2,177,realestate
177,177,9,17,4,7,101,software
178,178,3,7,6,5,217,financial
179,179,1,13,8,27,206,financial
180,180,4,5,7,6,190,financial
181,181,2,9,9,8,199,retail
182,182,9,24,8,13,80,pharmaceutical
183,183,1,20,0,3,168,financial
184,184,2,6,5,8,218,education
185,185,7,29,1,13,162,realestate
186,186,4,13,4,12,165,financial
187,187,0,13,4,5,120,education
188,188,0,27,3,24,120,financial
189,189,7,17,5,16,131,software
190,190,7,29,5,10,127,financial
191,191,9,24,2,13,73,pharmaceutical
192,192,9,15,2,25,57,realestate
193,193,1,5,9,15,213,financial
194,194,0,17,0,9,120,education
195,195,9,29,0,2,44,education
196,196,1,22,2,13,209,realestate
197,197,2,21,3,15,209,education
198,198,0,20,7,12,119,realestate
199,199,5,18,0,25,98,software
200,200,5,20,1,22,107,software
201,201,8,16,1,9,199,retail
202,202,3,2,9,7,173,education
203,203,8,19,2,20,115,pharmaceutical
204,204,1,9,4,4,233,realestate
205,205,2,5,9,16,219,pharmaceutical
206,206,2,6,9,18,211,retail
207,207,7,2,3,18,164,realestate
208,208,0,25,8,22,120,education
209,209,6,2,5,9,48,software
210,210,5,4,8,28,95,retail
211,211,0,19,3,3,121,realestate
212,212,1,0,2,3,181,retail
213,213,0,4,0,8,121,education
214,214,3,22,9,28,207,education
215,215,2,22,2,26,211,financial
216,216,7,18,3,19,139,pharmaceutical
217,217,5,28,5,17,97,realestate
218,218,4,16,7,16,145,pharmaceutical
219,219,0,15,5,17,121,education
220,220,6,11,9,22,51,software
221,221,7,5,0,4,135,financial
222,222,9,27,0,8,55,pharmaceutical
223,223,8,11,0,3,201,education
224,224,9,25,4,18,57,software
225,225,4,23,6,26,135,pharmaceutical
226,226,8,26,1,15,171,realestate
227,227,8,27,4,26,135,software
228,228,0,3,3,9,122,realestate
229,229,0,1,0,6,122,software
230,230,7,26,4,21,144,pharmaceutical
231,231,3,28,5,18,191,financial
232,232,0,12,7,18,119,realestate
233,233,8,27,5,5,207,retail
234,234,1,12,8,12,202,retail
235,235,8,16,0,1,157,financial
236,236,6,3,9,14,84,education
237,237,5,0,3,4,117,realestate
238,238,6,9,9,21,38,realestate
239,239,2,14,8,29,199,education
240,240,1,8,7,4,160,financial
241,241,6,12,5,5,83,software
242,242,0,21,4,15,123,retail
243,243,3,24,2,27,206,education
244,244,6,25,5,11,63,pharmaceutical
245,245,1,15,0,17,233,pharmaceutical
246,246,9,20,8,24,52,education
247,247,0,23,5,3,121,financial
248,248,3,0,6,22,191,education
249,249,8,4,3,17,141,financial
250,250,6,17,8,22,38,pharmaceutical
251,251,3,22,3,28,213,realestate
252,252,1,25,4,16,189,software
253,253,9,17,1,8,92,pharmaceutical
254,254,3,1,1,29,200,realestate
255,255,1,8,9,22,226,realestate
256,256,9,4,4,18,102,pharmaceutical
257,257,0,16,6,24,120,education
258,258,1,21,0,29,178,education
259,259,3,3,2,23,208,pharmaceutical
260,260,4,9,8,11,143,financial
261,261,5,14,4,15,120,education
262,262,1,4,9,14,176,realestate
263,263,1,4,1,28,202,pharmaceutical
264,264,9,18,3,19,101,education
265,265,6,20,3,8,59,software
266,266,5,18,9,23,111,software
267,267,4,20,8,7,160,financial
268,268,4,15,1,2,150,financial
269,269,4,10,6,29,145,financial
270,270,9,6,1,8,45,pharmaceutical
271,271,5,12,9,0,94,financial
272,272,6,24,4,28,67,financial
273,273,3,28,7,25,193,pharmaceutical
274,274,7,26,7,13,125,retail
275,275,0,11,3,27,123,realestate
276,276,0,28,5,6,120,software
277,277,5,24,1,18,135,education
278,278,9,26,7,8,45,education
279,279,1,29,2,24,207,financial
280,280,2,27,0,27,213,education
281,281,0,9,2,11,121,retail
282,282,7,15,2,7,148,education
283,283,3,6,7,23,209,retail
284,284,8,23,3,18,205,financial
285,285,8,17,8,13,186,financial
286,286,7,21,5,20,167,retail
287,287,1,0,4,11,181,retail
288,288,1,1,4,0,180,financial
289,289,4,19,7,8,193,pharmaceutical
290,290,5,7,5,26,128,pharmaceutical
291,291,2,25,1,10,203,realestate
292,292,9,29,7,17,65,realestate
293,293,5,8,5,27,120,software
294,294,4,15,9,12,141,realestate
295,295,8,21,0,8,180,realestate
296,296,8,12,9,0,168,software
297,297,1,7,8,10,199,retail
298,298,7,6,0,22,151,financial
299,299,8,23,5,2,132,financial
300,300,6,12,0,0,74,education
301,301,4,23,9,23,179,realestate
302,302,6,20,1,14,81,realestate
303,303,4,5,6,19,188,software
304,304,2,24,2,29,205,software
305,305,5,25,5,3,134,pharmaceutical
306,306,4,4,0,22,191,financial
307,307,5,17,6,25,108,pharmaceutical
308,308,0,21,5,14,120,retail
309,309,8,16,7,0,127,financial
310,310,3,29,8,12,169,software
311,311,6,13,9,20,80,financial
312,312,6,22,9,11,62,retail
313,313,7,16,2,17,137,realestate
314,314,0,23,8,25,123,retail
315,315,6,29,3,0,83,retail
316,316,4,7,9,16,173,financial
317,317,6,11,2,26,83,education
318,318,1,19,2,8,191,education
319,319,8,23,7,21,190,financial
320,320,8,24,7,15,158,pharmaceutical
321,321,3,15,1,24,196,realestate
322,322,2,7,1,4,214,education
323,323,7,19,2,24,156,pharmaceutical
324,324,4,1,2,8,185,retail
325,325,1,17,6,0,160,education
326,326,5,5,6,9,126,realestate
327,327,9,0,1,24,88,education
328,328,4,15,4,9,176,retail
329,329,4,20,4,11,167,realestate
330,330,1,27,8,7,184,education
331,331,6,1,2,16,50,software
332,332,2,11,4,27,212,pharmaceutical
333,333,7,5,1,5,137,pharmaceutical
334,334,5,12,0,8,126,financial
335,335,7,17,2,14,161,financial
336,336,3,5,1,2,191,pharmaceutical
337,337,9,8,6,7,80,pharmaceutical
338,338,0,10,2,26,119,realestate
339,339,9,14,3,20,60,financial
340,340,1,25,2,14,213,financial
341,341,8,13,3,12,132,software
342,342,7,9,3,4,130,education
343,343,2,3,3,22,218,financial
344,344,5,6,9,14,123,realestate
345,345,3,6,5,22,189,financial
346,346,6,15,3,26,39,realestate
347,347,6,19,2,20,39,financial
348,348,0,4,9,27,120,financial
349,349,0,11,6,12,119,pharmaceutical
350,350,8,29,1,13,110,realestate
351,351,4,11,9,7,162,financial
352,352,0,1,2,27,121,education
353,353,1,22,1,16,211,pharmaceutical
354,354,1,18,4,27,202,retail
355,355,7,17,2,13,152,education
356,356,0,16,6,22,123,financial
357,357,1,11,2,9,187,software
358,358,8,4,9,8,156,retail
359,359,4,5,0,19,148,education
360,360,3,17,1,21,192,education
361,361,7,16,7,25,156,realestate
362,362,3,4,9,22,214,software
363,363,1,12,9,19,156,realestate
364,364,9,8,1,15,65,realestate
365,365,8,9,8,3,177,financial
366,366,2,6,9,1,199,financial
367,367,6,10,8,27,58,retail
368,368,0,18,2,22,119,software
369,369,3,27,8,21,170,retail
370,370,6,29,9,3,52,education
371,371,0,10,7,7,120,realestate
372,372,9,4,9,12,45,education
373,373,6,12,0,5,73,financial
374,374,7,2,8,1,119,pharmaceutical
375,375,4,23,9,18,175,retail
376,376,8,6,4,8,131,software
377,377,8,27,7,4,200,financial
378,378,3,22,4,23,171,software
379,379,2,8,9,24,202,financial
380,380,1,28,6,13,206,retail
381,381,7,27,8,4,124,retail
382,382,1,18,0,22,187,retail
383,383,4,11,3,4,140,realestate
384,384,8,28,5,1,119,realestate
385,385,9,24,5,11,52,software
386,386,9,8,5,27,85,education
387,387,5,15,9,28,129,education
388,388,2,12,7,1,203,retail
389,389,3,12,1,12,190,education
390,390,3,18,3,24,189,retail
391,391,1,14,7,3,190,pharmaceutical
392,392,5,6,4,13,92,pharmaceutical
393,393,5,3,9,21,130,pharmaceutical
394,394,4,1,8,29,144,software
395,395,2,14,5,17,209,education
396,396,1,12,6,26,194,software
397,397,9,24,6,14,88,retail
398,398,8,18,6,0,190,education
399,399,7,9,6,23,122,pharmaceutical
400,400,7,18,4,17,159,retail
401,401,4,21,9,27,174,financial
402,402,8,3,5,17,141,pharmaceutical
403,403,5,15,5,20,133,retail
404,404,3,8,1,28,210,financial
405,405,0,18,3,10,123,software
406,406,8,14,6,1,157,retail
407,407,6,16,0,10,66,pharmaceutical
408,408,5,8,8,2,104,retail
409,409,5,24,6,14,98,software
410,410,5,9,1,27,127,pharmaceutical
411,411,5,28,3,22,94,education
412,412,2,9,9,15,204,education
413,413,8,2,5,16,200,realestate
414,414,4,7,4,8,187,education
415,415,5,18,3,28,123,financial
416,416,1,21,0,8,218,realestate
417,417,7,0,8,28,160,software
418,418,5,17,8,16,126,software
419,419,3,23,0,27,182,software
420,420,1,27,3,29,195,software
421,421,8,7,6,24,154,financial
422,422,5,15,2,3,118,education
423,423,1,22,5,8,193,pharmaceutical
424,424,8,27,3,4,177,realestate
425,425,0,10,0,18,122,software
426,426,7,3,4,21,163,realestate
427,427,8,19,7,24,146,retail
428,428,1,25,4,15,178,financial
429,429,8,28,1,0,170,retail
430,430,7,14,8,27,149,pharmaceutical
431,431,6,25,6,29,82,realestate
432,432,6,21,5,18,42,financial
433,433,4,8,4,27,184,financial
434,434,8,19,9,8,170,education
435,435,0,27,1,15,122,retail
436,436,7,7,7,23,121,pharmaceutical
437,437,1,7,1,0,227,education
438,438,6,28,1,23,50,retail
439,439,1,1,8,10,199,financial
440,440,1,3,4,15,157,education
441,441,0,7,3,26,123,retail
442,442,7,20,4,14,121,pharmaceutical
443,443,3,18,5,6,197,realestate
444,444,2,25,7,17,201,pharmaceutical
445,445,3,1,4,22,179,financial
446,446,3,0,2,18,196,financial
447,447,4,21,1,8,188,education
448,448,7,18,5,20,153,realestate
449,449,9,24,2,21,105,education
450,450,9,20,8,20,85,education
451,451,0,3,8,18,121,pharmaceutical
452,452,0,25,1,24,119,financial
453,453,2,28,4,26,201,financial
454,454,8,20,3,2,197,realestate
455,455,2,4,4,7,200,pharmaceutical
456,456,2,27,1,6,201,education
457,457,5,29,1,20,131,software
458,458,9,27,2,6,98,software
459,459,7,26,0,11,122,retail
460,460,5,29,9,16,129,retail
461,461,5,12,8,10,136,realestate
462,462,7,3,4,29,133,pharmaceutical
463,463,4,15,0,10,135,financial
464,464,3,10,9,20,202,retail
465,465,1,20,3,27,171,financial
466,466,3,24,4,14,188,realestate
467,467,3,7,3,7,214,education
468,468,2,17,4,13,212,education
469,469,4,26,4,28,135,financial
470,470,1,10,0,24,170,financial
471,471,6,5,8,15,85,retail
472,472,2,19,4,1,203,financial
473,473,3,26,4,28,180,software
474,474,4,0,0,1,146,education
475,475,8,20,3,13,180,software
476,476,8,8,4,3,182,financial
477,477,1,22,1,21,200,realestate
478,478,1,9,8,1,225,pharmaceutical
479,479,0,21,2,16,123,realestate
480,480,9,16,0,18,92,education
481,481,1,29,4,18,192,realestate
482,482,1,0,4,8,218,pharmaceutical
483,483,7,1,4,25,151,realestate
484,484,8,21,6,11,178,education
485,485,4,24,8,23,158,retail
486,486,3,13,0,28,213,pharmaceutical
487,487,0,25,7,19,123,education
488,488,9,24,1,8,95,pharmaceutical
489,489,9,20,9,13,70,software
490,490,2,3,3,2,204,education
491,491,6,9,5,6,53,software
492,492,0,18,3,11,119,financial
493,493,6,27,1,17,76,pharmaceutical
494,494,0,14,8,19,122,software
495,495,9,17,2,5,73,software
496,496,4,12,5,21,189,education
497,497,8,28,2,6,148,financial
498,498,0,6,7,22,120,retail
499,499,2,12,4,1,214,financial
500,500,0,3,3,4,122,software
501,501,7,9,9,26,165,pharmaceutical
502,502,8,12,4,14,184,pharmaceutical
503,503,7,4,8,12,154,software
504,504,9,20,3,3,46,software
505,505,6,2,1,26,81,financial
506,506,0,16,3,2,120,education
507,507,2,11,2,28,215,education
508,508,3,4,3,16,203,pharmaceutical
509,509,6,23,3,10,64,software
510,510,9,0,4,10,78,software
511,511,1,9,6,12,193,realestate
512,512,6,17,5,25,47,financial
513,513,4,24,7,25,150,pharmaceutical
514,514,0,10,5,2,122,retail
515,515,7,0,1,16,162,pharmaceutical
516,516,2,18,6,19,202,financial
517,517,4,26,8,11,153,retail
518,518,6,24,1,26,67,pharmaceutical
519,519,9,18,7,6,51,financial
520,520,7,17,3,27,163,software
521,521,9,14,6,1,94,pharmaceutical
522,522,2,12,0,27,218,realestate
523,523,0,9,1,4,122,pharmaceutical
524,524,6,23,9,19,41,financial
525,525,0,3,6,16,120,retail
526,526,4,22,4,8,166,education
527,527,5,26,3,27,106,retail
528,528,7,4,6,2,165,retail
529,529,9,15,5,3,50,retail
530,530,7,6,4,6,137,financial
531,531,9,18,8,18,49,pharmaceutical
532,532,8,1,6,12,157,retail
533,533,1,13,9,5,164,software
534,534,0,21,9,4,122,financial
535,535,7,7,6,19,130,pharmaceutical
536,536,0,20,4,20,121,retail
537,537,3,23,7,10,194,financial
538,538,5,10,6,9,124,software
539,539,1,29,5,15,199,realestate
540,540,8,21,6,14,151,pharmaceutical
541,541,2,4,7,10,211,realestate
542,542,5,1,2,5,101,software
543,543,4,0,2,17,163,education
544,544,8,16,9,17,110,pharmaceutical
545,545,8,23,2,27,180,retail
546,546,7,7,0,20,141,pharmaceutical
547,547,4,2,9,29,181,retail
548,548,9,28,1,12,91,pharmaceutical
549,549,9,20,4,8,60,financial
550,550,1,14,3,13,215,pharmaceutical
551,551,3,11,2,10,209,pharmaceutical
552,552,2,11,4,9,214,financial
553,553,9,28,2,22,83,software
554,554,6,23,2,19,62,pharmaceutical
555,555,1,1,1,18,203,retail
556,556,5,26,5,8,135,retail
557,557,5,8,8,2,138,realestate
558,558,4,15,2,29,188,education
559,559,3,23,7,0,181,pharmaceutical
560,560,8,1,0,18,141,software
561,561,8,23,1,12,118,realestate
562,562,7,27,6,22,161,financial
563,563,9,0,9,0,98,realestate
564,564,9,29,6,25,46,software
565,565,6,17,0,7,75,education
566,566,1,1,6,21,213,retail
567,567,9,1,2,6,72,education
568,568,0,7,9,15,121,education
569,569,3,6,8,29,197,realestate
570,570,8,1,9,9,159,software
571,571,4,13,5,14,141,retail
572,572,2,4,5,7,215,pharmaceutical
573,573,1,15,0,23,231,software
574,574,5,15,4,25,132,realestate
575,575,2,0,7,2,218,retail
576,576,7,28,8,21,149,education
577,577,9,14,7,18,85,financial
578,578,2,17,8,6,202,software
579,579,2,6,7,8,203,realestate
580,580,7,25,4,1,152,education
581,581,6,27,2,25,73,pharmaceutical
582,582,1,11,4,19,158,education
583,583,0,22,8,20,123,software
584,584,5,23,9,1,121,realestate
585,585,8,20,7,21,174,education
586,586,4,26,2,23,163,financial
587,587,7,1,9,16,143,realestate
588,588,8,6,5,24,131,realestate
589,589,0,13,2,10,122,software
590,590,5,18,2,17,121,realestate
591,591,0,25,2,19,122,realestate
592,592,1,3,2,10,205,retail
593,593,9,2,4,0,68,realestate
594,594,6,29,2,11,47,realestate
595,595,1,13,6,23,230,retail
596,596,0,13,6,29,119,pharmaceutical
597,597,3,19,0,23,186,realestate
598,598,5,18,6,20,136,software
599,599,3,1,0,6,179,software
600,600,7,20,7,1,162,education
601,601,0,1,6,29,119,software
602,602,8,22,3,22,199,pharmaceutical
603,603,5,13,1,26,130,retail
604,604,6,9,1,9,69,retail
605,605,2,26,3,14,216,software
606,606,3,20,8,3,173,software
607,607,9,27,4,5,71,realestate
608,608,5,14,5,22,104,financial
609,609,7,29,4,29,148,retail
610,610,9,4,4,10,56,education
611,611,1,10,2,17,184,retail
612,612,7,29,9,27,152,education
613,613,5,20,3,9,125,education
614,614,3,6,7,23,178,realestate
615,615,2,0,6,10,214,education
616,616,4,2,0,22,174,pharmaceutical
617,617,4,12,1,7,191,education
618,618,9,14,3,5,60,realestate
619,619,0,8,2,26,123,pharmaceutical
620,620,5,4,1,8,127,financial
621,621,6,5,9,5,50,pharmaceutical
622,622,2,0,6,3,219,software
623,623,7,2,6,22,126,software
624,624,6,7,3,18,55,realestate
625,625,4,3,2,29,147,pharmaceutical
626,626,7,19,7,22,166,education
627,627,5,25,1,12,102,financial
628,628,2,27,5,6,210,realestate
629,629,0,21,0,29,120,education
630,630,8,11,9,22,198,pharmaceutical
631,631,2,10,3,28,206,retail
632,632,1,13,0,18,234,financial
633,633,6,22,4,15,80,realestate
634,634,7,29,0,10,148,retail
635,635,6,17,1,16,58,financial
636,636,4,14,3,11,191,education
637,637,9,18,2,17,80,financial
638,638,8,6,2,6,110,education
639,639,6,14,4,26,62,retail
640,640,2,17,5,24,202,education
641,641,6,21,4,16,50,software
642,642,3,23,2,9,174,pharmaceutical
643,643,6,28,7,18,55,education
644,644,9,2,9,3,73,realestate
645,645,1,17,9,0,165,financial
646,646,3,29,0,3,191,pharmaceutical
647,647,9,28,6,19,59,realestate
648,648,8,27,1,6,207,education
649,649,3,25,5,16,170,realestate
650,650,2,4,1,1,218,pharmaceutical
651,651,4,29,3,3,184,realestate
652,652,2,1,3,10,218,software
653,653,4,12,5,0,171,retail
654,654,6,7,4,1,49,realestate
655,655,4,0,2,23,186,pharmaceutical
656,656,1,2,7,16,222,software
657,657,3,10,2,28,175,realestate
658,658,7,2,7,17,146,pharmaceutical
659,659,5,25,7,2,133,software
660,660,4,15,4,5,142,software
661,661,7,4,8,6,162,realestate
662,662,9,8,1,0,95,education
663,663,3,9,1,20,182,education
664,664,6,3,0,4,58,retail
665,665,7,6,8,27,157,financial
666,666,0,7,9,27,119,retail
667,667,8,7,8,7,133,retail
668,668,7,14,5,13,166,software
669,669,4,8,3,10,145,financial
670,670,5,28,7,3,136,realestate
671,671,4,0,7,18,146,financial
672,672,9,2,0,26,50,education
673,673,4,20,1,2,141,software
674,674,7,21,5,13,167,realestate
675,675,7,1,3,14,121,software
676,676,0,3,3,9,120,financial
677,677,5,20,6,12,123,education
678,678,1,24,5,29,171,financial
679,679,5,23,2,15,98,pharmaceutical
680,680,3,20,7,12,166,financial
681,681,1,25,7,5,171,pharmaceutical
682,682,5,22,0,7,109,pharmaceutical
683,683,0,14,8,22,119,retail
684,684,4,12,3,16,151,realestate
685,685,7,19,3,10,156,pharmaceutical
686,686,9,4,5,21,57,software
687,687,4,2,2,29,151,retail
688,688,4,1,6,15,169,pharmaceutical
689,689,8,21,8,23,144,retail
690,690,4,10,8,3,195,retail
691,691,1,29,0,9,220,retail
692,692,1,12,8,27,223,retail
693,693,5,29,0,23,92,retail
694,694,1,5,4,9,221,software
695,695,0,5,4,28,121,retail
696,696,1,7,3,18,156,retail
697,697,5,27,6,7,121,financial
698,698,0,3,5,11,119,education
699,699,8,16,6,3,111,retail
700,700,1,15,1,1,173,retail
701,701,6,12,1,14,58,financial
702,702,2,18,6,28,205,financial
703,703,7,12,0,3,132,software
704,704,9,7,1,29,79,financial
705,705,3,10,5,7,172,financial
706,706,9,17,3,28,82,financial
707,707,8,19,0,9,204,retail
708,708,8,24,3,11,192,software
709,709,2,12,5,12,214,financial
710,710,8,24,4,15,129,realestate
711,711,8,11,6,4,129,education
712,712,3,4,9,11,209,pharmaceutical
713,713,8,19,9,7,181,pharmaceutical
714,714,7,13,1,17,145,education
715,715,2,23,6,15,218,software
716,716,6,17,9,23,54,financial
717,717,7,13,8,8,158,retail
718,718,7,26,6,27,155,software
719,719,6,21,6,10,46,financial
720,720,1,17,3,12,204,software
721,721,4,23,8,17,139,financial
722,722,5,26,7,24,136,financial
723,723,9,15,3,4,90,software
724,724,4,10,8,7,191,financial
725,725,8,4,6,19,174,retail
726,726,0,17,8,27,122,pharmaceutical
727,727,2,19,2,13,207,retail
728,728,8,23,1,23,193,pharmaceutical
729,729,6,4,9,28,41,retail
730,730,3,6,9,26,174,pharmaceutical
731,731,5,17,7,10,116,financial
732,732,7,16,0,10,157,software
733,733,0,22,7,25,123,realestate
734,734,9,11,3,12,95,retail
735,735,4,0,9,17,188,retail
736,736,0,7,3,26,120,retail
737,737,0,9,7,23,120,retail
738,738,2,8,1,8,200,education
739,739,8,16,1,14,131,pharmaceutical
740,740,6,17,1,25,71,education
741,741,7,21,9,9,132,financial
742,742,4,25,1,25,173,financial
743,743,4,19,2,9,155,education
744,744,9,8,3,15,68,financial
745,745,7,23,2,24,155,education
746,746,8,4,6,25,112,financial
747,747,1,22,9,5,176,software
748,748,2,11,0,19,201,retail
749,749,9,0,8,7,76,software
750,750,1,24,5,18,236,education
751,751,6,6,8,9,61,financial
752,752,6,10,9,12,81,education
753,753,3,27,2,24,170,financial
754,754,8,5,5,13,112,realestate
755,755,0,10,7,17,122,education
756,756,6,21,3,8,65,retail
757,757,8,8,6,10,119,retail
758,758,4,12,0,29,132,education
759,759,2,24,7,27,217,financial
760,760,6,0,4,16,46,software
761,761,9,24,5,2,104,education
762,762,9,3,2,18,68,financial
763,763,3,4,1,0,194,education
764,764,1,21,8,26,177,retail
765,765,0,4,8,1,119,pharmaceutical
766,766,7,3,7,20,120,retail
767,767,4,7,8,27,192,pharmaceutical
768,768,9,17,0,17,94,software
769,769,9,25,0,8,59,pharmaceutical
770,770,1,22,7,19,229,education
771,771,3,22,6,10,181,retail
772,772,0,28,9,4,119,retail
773,773,4,12,5,4,141,education
774,774,4,11,9,26,161,financial
775,775,4,29,4,16,152,software
776,776,7,17,2,19,159,realestate
777,777,0,1,2,19,119,realestate
778,778,3,18,5,5,179,education
779,779,3,23,9,17,188,realestate
780,780,6,20,5,22,73,retail
781,781,0,12,6,23,122,pharmaceutical
782,782,7,14,3,14,164,software
783,783,5,22,2,1,112,education
784,784,3,29,2,28,213,education
785,785,7,9,5,22,143,realestate
786,786,5,22,1,16,134,retail
